createdat,topic,sentimentscore,eventprocessedutctime,partitionid,eventenqueuedutctime
2016-10-09T14:25:12,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:43.799Z
2016-10-09T14:25:12,amazon,4,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:44.475Z
2016-10-09T14:25:12,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:45.142Z
2016-10-09T14:25:12,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:45.799Z
2016-10-09T14:25:12,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:46.486Z
2016-10-09T14:25:13,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:47.07Z
2016-10-09T14:25:13,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:47.729Z
2016-10-09T14:25:13,cloud,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:48.393Z
2016-10-09T14:25:13,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:49.018Z
2016-10-09T14:25:13,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:49.586Z
2016-10-09T14:25:13,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:50.395Z
2016-10-09T14:25:13,cloud,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:51.02Z
2016-10-09T14:25:13,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:51.704Z
2016-10-09T14:25:13,bigdata,4,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:52.345Z
2016-10-09T14:25:13,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:52.972Z
2016-10-09T14:25:13,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:53.643Z
2016-10-09T14:25:13,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:54.237Z
2016-10-09T14:25:14,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:54.878Z
2016-10-09T14:25:13,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:55.549Z
2016-10-09T14:25:13,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:56.197Z
2016-10-09T14:25:14,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:56.815Z
2016-10-09T14:25:14,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:57.54Z
2016-10-09T14:25:14,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:58.261Z
2016-10-09T14:25:14,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:58.879Z
2016-10-09T14:25:14,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:25:59.554Z
2016-10-09T14:25:14,bigdata,4,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:26:00.144Z
2016-10-09T14:25:14,Skype,0,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:26:00.838Z
2016-10-09T14:25:14,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:26:01.426Z
2016-10-09T14:25:14,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:02.034Z
2016-10-09T14:25:14,google,4,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:02.664Z
2016-10-09T14:25:13,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:03.666Z
2016-10-09T14:25:14,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:26:04.348Z
2016-10-09T14:25:14,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:05.027Z
2016-10-09T14:25:14,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:26:05.646Z
2016-10-09T14:25:14,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:26:06.31Z
2016-10-09T14:25:15,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:06.949Z
2016-10-09T14:25:15,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:07.574Z
2016-10-09T14:25:15,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:26:08.275Z
2016-10-09T14:25:15,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:09.027Z
2016-10-09T14:25:15,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:09.652Z
2016-10-09T14:25:15,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:10.293Z
2016-10-09T14:25:15,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:10.934Z
2016-10-09T14:25:15,Unknown,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:11.608Z
2016-10-09T14:25:15,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:12.22Z
2016-10-09T14:25:15,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:12.778Z
2016-10-09T14:25:15,google,4,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:13.419Z
2016-10-09T14:25:15,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:14.095Z
2016-10-09T14:25:15,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:14.716Z
2016-10-09T14:25:15,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:15.329Z
2016-10-09T14:25:15,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:15.97Z
2016-10-09T14:25:15,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:16.61Z
2016-10-09T14:25:15,Unknown,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:17.298Z
2016-10-09T14:25:15,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:17.955Z
2016-10-09T14:25:15,cloud,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:18.626Z
2016-10-09T14:25:15,cloud,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:19.236Z
2016-10-09T14:25:16,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:19.828Z
2016-10-09T14:25:16,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:20.488Z
2016-10-09T14:25:16,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:21.097Z
2016-10-09T14:25:15,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:21.769Z
2016-10-09T14:25:16,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:22.351Z
2016-10-09T14:25:16,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:22.976Z
2016-10-09T14:25:16,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:23.663Z
2016-10-09T14:25:16,Skype,4,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:26:24.389Z
2016-10-09T14:25:16,hacking,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:24.965Z
2016-10-09T14:25:16,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:25.804Z
2016-10-09T14:25:16,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:26:26.551Z
2016-10-09T14:25:16,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:27.103Z
2016-10-09T14:25:16,bigdata,4,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:27.794Z
2016-10-09T14:25:16,cloud,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:28.467Z
2016-10-09T14:25:16,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:29.129Z
2016-10-09T14:25:16,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:29.752Z
2016-10-09T14:25:16,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:30.409Z
2016-10-09T14:25:16,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:31.086Z
2016-10-09T14:25:16,google,4,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:31.669Z
2016-10-09T14:25:16,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:32.37Z
2016-10-09T14:25:16,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:32.978Z
2016-10-09T14:25:16,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:33.696Z
2016-10-09T14:25:17,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:34.505Z
2016-10-09T14:25:17,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:35.13Z
2016-10-09T14:25:17,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:26:35.842Z
2016-10-09T14:26:36,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:37.42Z
2016-10-09T14:26:36,Unknown,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:38.081Z
2016-10-09T14:26:36,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:38.706Z
2016-10-09T14:26:36,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:39.271Z
2016-10-09T14:26:36,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:39.927Z
2016-10-09T14:26:36,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:40.554Z
2016-10-09T14:26:36,cloud,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:41.287Z
2016-10-09T14:26:37,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:41.896Z
2016-10-09T14:26:37,Skype,4,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:26:42.562Z
2016-10-09T14:26:37,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:43.179Z
2016-10-09T14:26:37,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:43.883Z
2016-10-09T14:26:37,Microsoft,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:44.523Z
2016-10-09T14:26:37,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:45.148Z
2016-10-09T14:26:37,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:45.742Z
2016-10-09T14:26:37,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:46.383Z
2016-10-09T14:26:37,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:47.039Z
2016-10-09T14:26:37,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:47.665Z
2016-10-09T14:26:37,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:48.305Z
2016-10-09T14:26:37,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:48.887Z
2016-10-09T14:26:37,google,4,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:49.512Z
2016-10-09T14:26:37,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:50.186Z
2016-10-09T14:26:37,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:50.826Z
2016-10-09T14:26:37,cloud,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:51.483Z
2016-10-09T14:26:38,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:26:52.155Z
2016-10-09T14:26:38,Unknown,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:52.765Z
2016-10-09T14:26:38,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:53.39Z
2016-10-09T14:26:38,bigdata,4,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:54.021Z
2016-10-09T14:26:38,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:54.662Z
2016-10-09T14:26:39,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:55.334Z
2016-10-09T14:26:38,Microsoft,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:55.988Z
2016-10-09T14:26:38,Microsoft,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:56.631Z
2016-10-09T14:26:39,Microsoft,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:57.256Z
2016-10-09T14:26:39,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:57.882Z
2016-10-09T14:26:38,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:26:58.537Z
2016-10-09T14:26:39,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:26:59.195Z
2016-10-09T14:26:39,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:26:59.805Z
2016-10-09T14:26:39,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:00.477Z
2016-10-09T14:26:39,cloud,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:01.138Z
2016-10-09T14:26:39,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:01.763Z
2016-10-09T14:26:39,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:02.447Z
2016-10-09T14:26:40,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:03.091Z
2016-10-09T14:26:40,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:03.716Z
2016-10-09T14:26:40,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:04.359Z
2016-10-09T14:26:40,hacking,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:04.984Z
2016-10-09T14:26:40,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:06.035Z
2016-10-09T14:26:39,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:06.66Z
2016-10-09T14:26:40,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:27:07.244Z
2016-10-09T14:26:40,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:27:07.869Z
2016-10-09T14:26:40,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:08.535Z
2016-10-09T14:26:40,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:09.228Z
2016-10-09T14:26:40,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:09.821Z
2016-10-09T14:26:40,Microsoft,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:10.513Z
2016-10-09T14:26:40,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:11.216Z
2016-10-09T14:26:40,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:11.872Z
2016-10-09T14:26:40,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:12.513Z
2016-10-09T14:26:40,google,4,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:13.057Z
2016-10-09T14:26:40,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:13.713Z
2016-10-09T14:26:41,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:14.391Z
2016-10-09T14:26:41,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:15.012Z
2016-10-09T14:26:41,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:15.657Z
2016-10-09T14:26:41,cloud,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:16.316Z
2016-10-09T14:26:41,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:16.924Z
2016-10-09T14:26:41,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:17.66Z
2016-10-09T14:26:41,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:18.256Z
2016-10-09T14:26:41,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:18.962Z
2016-10-09T14:26:41,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:19.585Z
2016-10-09T14:26:42,amazon,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:20.21Z
2016-10-09T14:26:42,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:20.813Z
2016-10-09T14:26:42,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:27:21.511Z
2016-10-09T14:26:41,Unknown,0,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:22.138Z
2016-10-09T14:26:42,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:22.796Z
2016-10-09T14:26:42,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:23.367Z
2016-10-09T14:26:42,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:24.041Z
2016-10-09T14:26:42,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:24.704Z
2016-10-09T14:26:42,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:25.258Z
2016-10-09T14:26:42,Unknown,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:25.986Z
2016-10-09T14:26:42,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:26.642Z
2016-10-09T14:26:42,cloud,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:27.284Z
2016-10-09T14:26:42,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:27.889Z
2016-10-09T14:26:42,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:27:28.795Z
2016-10-09T14:26:43,Microsoft,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:29.426Z
2016-10-09T14:26:42,cloud,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:30.082Z
2016-10-09T14:26:43,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:30.658Z
2016-10-09T14:26:43,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:31.282Z
2016-10-09T14:26:43,bigdata,4,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:31.94Z
2016-10-09T14:26:43,amazon,4,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:32.566Z
2016-10-09T14:26:43,XBox,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:33.191Z
2016-10-09T14:26:43,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:33.784Z
2016-10-09T14:26:43,bigdata,2,2016-10-09T14:29:22.5620905Z,1,2016-10-09T14:27:34.442Z
2016-10-09T14:26:43,google,4,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:35.023Z
2016-10-09T14:26:43,programming,2,2016-10-09T14:29:23.1402449Z,2,2016-10-09T14:27:35.738Z
2016-10-09T14:26:43,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:36.354Z
2016-10-09T14:26:43,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:36.962Z
2016-10-09T14:26:43,bigdata,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:37.589Z
2016-10-09T14:26:44,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:38.262Z
2016-10-09T14:26:44,bigdata,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:38.86Z
2016-10-09T14:26:44,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:39.529Z
2016-10-09T14:26:44,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:40.126Z
2016-10-09T14:26:44,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:40.782Z
2016-10-09T14:26:44,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:41.395Z
2016-10-09T14:26:44,cloud,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:42.125Z
2016-10-09T14:26:44,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:42.75Z
2016-10-09T14:26:44,cloud,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:43.375Z
2016-10-09T14:26:44,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:44.017Z
2016-10-09T14:26:44,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:44.861Z
2016-10-09T14:26:44,google,4,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:45.437Z
2016-10-09T14:26:44,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:46.103Z
2016-10-09T14:26:45,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:46.739Z
2016-10-09T14:26:45,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:47.442Z
2016-10-09T14:26:45,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:48.032Z
2016-10-09T14:26:45,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:48.617Z
2016-10-09T14:26:45,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:49.749Z
2016-10-09T14:26:45,cloud,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:50.397Z
2016-10-09T14:26:45,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:50.977Z
2016-10-09T14:26:45,Unknown,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:51.679Z
2016-10-09T14:26:45,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:27:52.25Z
2016-10-09T14:26:46,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:52.946Z
2016-10-09T14:26:46,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:53.571Z
2016-10-09T14:26:46,Microsoft,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:54.226Z
2016-10-09T14:26:46,amazon,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:54.854Z
2016-10-09T14:26:46,Microsoft,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:55.507Z
2016-10-09T14:26:46,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:56.104Z
2016-10-09T14:26:46,Unknown,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:56.79Z
2016-10-09T14:26:46,Unknown,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:57.415Z
2016-10-09T14:26:46,Microsoft,2,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:58.073Z
2016-10-09T14:26:47,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:58.671Z
2016-10-09T14:26:47,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:27:59.315Z
2016-10-09T14:26:47,Unknown,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:27:59.979Z
2016-10-09T14:26:47,google,4,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:00.557Z
2016-10-09T14:28:01,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:02.799Z
2016-10-09T14:28:01,Unknown,4,2016-10-09T14:29:22.4370888Z,0,2016-10-09T14:28:03.498Z
2016-10-09T14:28:01,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:04.155Z
2016-10-09T14:28:01,cloud,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:04.796Z
2016-10-09T14:28:00,cloud,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:05.439Z
2016-10-09T14:28:01,programming,2,2016-10-09T14:29:23.1402449Z,2,2016-10-09T14:28:06.136Z
2016-10-09T14:28:01,Skype,2,2016-10-09T14:29:23.1402449Z,2,2016-10-09T14:28:06.778Z
2016-10-09T14:28:01,bigdata,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:07.346Z
2016-10-09T14:28:01,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:08.021Z
2016-10-09T14:28:01,bigdata,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:08.616Z
2016-10-09T14:28:02,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:09.208Z
2016-10-09T14:28:02,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:09.929Z
2016-10-09T14:28:02,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:10.507Z
2016-10-09T14:28:02,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:11.182Z
2016-10-09T14:28:02,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:11.808Z
2016-10-09T14:28:02,bigdata,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:12.434Z
2016-10-09T14:28:01,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:13.091Z
2016-10-09T14:28:02,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:13.745Z
2016-10-09T14:28:02,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:14.373Z
2016-10-09T14:28:02,google,4,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:14.973Z
2016-10-09T14:28:02,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:15.588Z
2016-10-09T14:28:02,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:16.341Z
2016-10-09T14:28:02,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:16.957Z
2016-10-09T14:28:02,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:17.685Z
2016-10-09T14:28:02,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:18.364Z
2016-10-09T14:28:02,Skype,2,2016-10-09T14:29:23.1402449Z,2,2016-10-09T14:28:19.062Z
2016-10-09T14:28:02,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:19.687Z
2016-10-09T14:28:02,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:20.33Z
2016-10-09T14:28:02,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:20.955Z
2016-10-09T14:28:02,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:21.548Z
2016-10-09T14:28:03,Microsoft,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:22.221Z
2016-10-09T14:28:03,Microsoft,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:22.846Z
2016-10-09T14:28:03,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:23.441Z
2016-10-09T14:28:03,bigdata,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:24.082Z
2016-10-09T14:28:03,Skype,2,2016-10-09T14:29:23.1402449Z,2,2016-10-09T14:28:24.734Z
