createdat,topic,sentimentscore,eventprocessedutctime,partitionid,eventenqueuedutctime
2016-10-09T14:22:04,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:02.15Z
2016-10-09T14:22:04,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:02.706Z
2016-10-09T14:22:05,cloud,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:03.452Z
2016-10-09T14:22:05,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:04.034Z
2016-10-09T14:22:05,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:04.734Z
2016-10-09T14:22:05,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:05.437Z
2016-10-09T14:22:05,Unknown,4,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:06.062Z
2016-10-09T14:22:05,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:06.688Z
2016-10-09T14:22:05,XBox,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:07.301Z
2016-10-09T14:22:05,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:07.918Z
2016-10-09T14:22:05,amazon,4,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:08.584Z
2016-10-09T14:22:05,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:09.225Z
2016-10-09T14:22:05,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:09.883Z
2016-10-09T14:22:05,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:10.478Z
2016-10-09T14:22:05,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:11.151Z
2016-10-09T14:22:06,bigdata,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:11.795Z
2016-10-09T14:22:06,Microsoft,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:12.43Z
2016-10-09T14:22:06,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:13.102Z
2016-10-09T14:22:06,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:13.675Z
2016-10-09T14:22:06,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:14.344Z
2016-10-09T14:22:06,Skype,2,2016-10-09T14:29:23.108999Z,2,2016-10-09T14:23:15.018Z
2016-10-09T14:22:06,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:15.621Z
2016-10-09T14:22:06,XBox,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:16.223Z
2016-10-09T14:22:06,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:16.816Z
2016-10-09T14:22:07,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:17.511Z
2016-10-09T14:22:07,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:18.085Z
2016-10-09T14:22:07,Unknown,2,2016-10-09T14:29:22.3745806Z,0,2016-10-09T14:23:18.793Z
2016-10-09T14:22:07,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:19.418Z
2016-10-09T14:22:07,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:20.025Z
2016-10-09T14:22:07,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:20.741Z
2016-10-09T14:22:07,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:21.428Z
2016-10-09T14:22:07,bigdata,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:22.072Z
2016-10-09T14:22:07,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:22.733Z
2016-10-09T14:22:07,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:23.294Z
2016-10-09T14:22:08,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:23.985Z
2016-10-09T14:22:08,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:24.645Z
2016-10-09T14:22:08,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:25.272Z
2016-10-09T14:22:08,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:25.844Z
2016-10-09T14:22:08,cloud,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:26.538Z
2016-10-09T14:22:08,bigdata,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:27.148Z
2016-10-09T14:22:08,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:27.735Z
2016-10-09T14:22:08,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:28.36Z
2016-10-09T14:22:08,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:29.072Z
2016-10-09T14:22:08,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:29.681Z
2016-10-09T14:22:08,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:30.337Z
2016-10-09T14:22:08,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:30.896Z
2016-10-09T14:22:09,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:31.538Z
2016-10-09T14:22:09,XBox,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:32.199Z
2016-10-09T14:22:09,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:32.808Z
2016-10-09T14:22:09,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:33.433Z
2016-10-09T14:22:09,amazon,4,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:34.107Z
2016-10-09T14:22:08,amazon,2,2016-10-09T14:29:22.5152134Z,1,2016-10-09T14:23:34.732Z
2016-10-09T14:22:09,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:35.324Z
2016-10-09T14:22:09,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:35.966Z
2016-10-09T14:22:09,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:36.654Z
2016-10-09T14:22:09,Microsoft,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:37.31Z
2016-10-09T14:22:09,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:37.876Z
2016-10-09T14:22:09,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:38.576Z
2016-10-09T14:22:10,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:39.219Z
2016-10-09T14:23:40,Unknown,4,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:41.079Z
2016-10-09T14:23:40,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:41.627Z
2016-10-09T14:23:40,Unknown,2,2016-10-09T14:29:22.3902066Z,0,2016-10-09T14:23:42.344Z
2016-10-09T14:23:40,Microsoft,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:43.064Z
2016-10-09T14:23:40,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:43.688Z
2016-10-09T14:23:41,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:44.291Z
2016-10-09T14:23:40,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:44.916Z
2016-10-09T14:23:41,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:45.523Z
2016-10-09T14:23:41,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:46.236Z
2016-10-09T14:23:41,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:46.877Z
2016-10-09T14:23:41,bigdata,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:47.466Z
2016-10-09T14:23:41,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:48.091Z
2016-10-09T14:23:41,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:48.731Z
2016-10-09T14:23:41,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:49.351Z
2016-10-09T14:23:40,hacking,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:50.034Z
2016-10-09T14:23:41,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:50.648Z
2016-10-09T14:23:41,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:51.353Z
2016-10-09T14:23:41,cloud,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:51.978Z
2016-10-09T14:23:41,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:52.65Z
2016-10-09T14:23:42,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:53.291Z
2016-10-09T14:23:41,bigdata,4,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:53.879Z
2016-10-09T14:23:42,programming,2,2016-10-09T14:29:23.108999Z,2,2016-10-09T14:23:54.561Z
2016-10-09T14:23:42,Skype,2,2016-10-09T14:29:23.108999Z,2,2016-10-09T14:23:55.202Z
2016-10-09T14:23:42,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:23:55.76Z
2016-10-09T14:23:42,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:56.443Z
2016-10-09T14:23:42,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:57.205Z
2016-10-09T14:23:42,cloud,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:57.935Z
2016-10-09T14:23:42,cloud,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:23:58.56Z
2016-10-09T14:23:42,XBox,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:23:59.162Z
2016-10-09T14:23:42,Skype,2,2016-10-09T14:29:23.108999Z,2,2016-10-09T14:23:59.849Z
2016-10-09T14:23:42,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:00.428Z
2016-10-09T14:23:42,bigdata,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:01.053Z
2016-10-09T14:23:43,Unknown,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:01.719Z
2016-10-09T14:23:43,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:02.336Z
2016-10-09T14:23:43,Skype,2,2016-10-09T14:29:23.108999Z,2,2016-10-09T14:24:03.009Z
2016-10-09T14:23:43,Skype,2,2016-10-09T14:29:23.108999Z,2,2016-10-09T14:24:03.65Z
2016-10-09T14:23:42,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:24:04.195Z
2016-10-09T14:23:43,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:04.843Z
2016-10-09T14:23:43,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:05.506Z
2016-10-09T14:23:43,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:24:06.061Z
2016-10-09T14:23:43,google,2,2016-10-09T14:29:23.280882Z,3,2016-10-09T14:24:06.687Z
2016-10-09T14:23:43,XBox,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:07.363Z
2016-10-09T14:23:43,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:08.026Z
2016-10-09T14:23:43,Microsoft,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:08.653Z
2016-10-09T14:23:43,XBox,4,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:09.26Z
2016-10-09T14:23:43,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:24:09.925Z
2016-10-09T14:23:43,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:10.518Z
2016-10-09T14:23:44,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:11.159Z
2016-10-09T14:23:44,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:11.767Z
2016-10-09T14:23:44,Unknown,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:12.489Z
2016-10-09T14:23:44,bigdata,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:13.081Z
2016-10-09T14:23:44,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:13.706Z
2016-10-09T14:23:44,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:14.318Z
2016-10-09T14:23:44,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:14.959Z
2016-10-09T14:23:44,Microsoft,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:15.667Z
2016-10-09T14:23:44,XBox,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:16.277Z
2016-10-09T14:23:44,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:17.118Z
2016-10-09T14:23:44,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:17.79Z
2016-10-09T14:23:45,amazon,2,2016-10-09T14:29:22.5349394Z,1,2016-10-09T14:24:18.436Z
2016-10-09T14:23:45,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:19.077Z
2016-10-09T14:23:45,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:19.73Z
2016-10-09T14:23:45,Unknown,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:20.386Z
2016-10-09T14:23:45,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:21.032Z
2016-10-09T14:23:45,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:21.702Z
2016-10-09T14:23:45,cloud,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:22.327Z
2016-10-09T14:23:45,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:23.03Z
2016-10-09T14:23:45,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:23.737Z
2016-10-09T14:23:45,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:24.693Z
2016-10-09T14:23:45,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:25.301Z
2016-10-09T14:23:45,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:25.958Z
2016-10-09T14:23:45,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:26.605Z
2016-10-09T14:23:45,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:27.208Z
2016-10-09T14:23:46,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:27.82Z
2016-10-09T14:23:46,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:28.513Z
2016-10-09T14:23:46,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:29.073Z
2016-10-09T14:23:46,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:29.766Z
2016-10-09T14:23:46,hacking,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:30.374Z
2016-10-09T14:23:46,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:31.048Z
2016-10-09T14:23:46,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:31.673Z
2016-10-09T14:23:47,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:32.333Z
2016-10-09T14:23:47,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:32.891Z
2016-10-09T14:23:47,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:33.566Z
2016-10-09T14:23:47,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:34.191Z
2016-10-09T14:23:47,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:34.85Z
2016-10-09T14:23:47,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:35.454Z
2016-10-09T14:23:47,Azure,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:36.143Z
2016-10-09T14:23:47,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:36.768Z
2016-10-09T14:23:48,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:37.373Z
2016-10-09T14:23:48,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:37.987Z
2016-10-09T14:23:48,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:38.67Z
2016-10-09T14:23:48,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:39.273Z
2016-10-09T14:23:48,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:39.992Z
2016-10-09T14:23:48,Unknown,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:40.617Z
2016-10-09T14:23:48,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:41.196Z
2016-10-09T14:23:48,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:41.838Z
2016-10-09T14:23:48,Microsoft,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:42.544Z
2016-10-09T14:23:48,google,4,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:43.104Z
2016-10-09T14:23:48,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:43.764Z
2016-10-09T14:23:48,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:44.439Z
2016-10-09T14:23:48,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:45.08Z
2016-10-09T14:23:48,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:45.811Z
2016-10-09T14:23:48,google,4,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:46.372Z
2016-10-09T14:23:48,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:47.143Z
2016-10-09T14:23:48,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:47.811Z
2016-10-09T14:23:48,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:48.357Z
2016-10-09T14:23:48,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:48.997Z
2016-10-09T14:23:48,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:49.661Z
2016-10-09T14:23:49,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:50.302Z
2016-10-09T14:23:49,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:50.93Z
2016-10-09T14:23:49,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:51.547Z
2016-10-09T14:23:49,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:52.187Z
2016-10-09T14:23:49,Microsoft,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:52.861Z
2016-10-09T14:23:49,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:53.428Z
2016-10-09T14:23:49,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:54.069Z
2016-10-09T14:23:49,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:54.783Z
2016-10-09T14:23:49,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:55.393Z
2016-10-09T14:23:49,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:24:56.048Z
2016-10-09T14:23:49,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:56.697Z
2016-10-09T14:23:49,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:57.346Z
2016-10-09T14:23:49,google,2,2016-10-09T14:29:23.2965279Z,3,2016-10-09T14:24:57.916Z
2016-10-09T14:23:50,bigdata,4,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:58.575Z
2016-10-09T14:23:50,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:24:59.236Z
2016-10-09T14:23:51,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:24:59.842Z
2016-10-09T14:23:51,google,4,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:00.437Z
2016-10-09T14:23:51,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:01.127Z
2016-10-09T14:23:51,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:01.768Z
2016-10-09T14:23:51,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:02.344Z
2016-10-09T14:23:51,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:03.05Z
2016-10-09T14:23:51,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:03.693Z
2016-10-09T14:23:51,Unknown,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:04.311Z
2016-10-09T14:23:51,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:04.863Z
2016-10-09T14:23:51,Azure,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:05.572Z
2016-10-09T14:23:51,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:06.176Z
2016-10-09T14:23:51,Microsoft,4,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:06.854Z
2016-10-09T14:23:51,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:07.447Z
2016-10-09T14:23:51,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:08.115Z
2016-10-09T14:25:08,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:10.526Z
2016-10-09T14:25:09,Microsoft,2,2016-10-09T14:29:22.4058317Z,0,2016-10-09T14:25:11.219Z
2016-10-09T14:25:09,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:11.824Z
2016-10-09T14:25:09,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:12.433Z
2016-10-09T14:25:09,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:13.09Z
2016-10-09T14:25:09,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:13.754Z
2016-10-09T14:25:09,google,4,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:14.324Z
2016-10-09T14:25:09,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:25:15.037Z
2016-10-09T14:25:09,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:15.59Z
2016-10-09T14:25:09,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:16.23Z
2016-10-09T14:25:09,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:16.944Z
2016-10-09T14:25:09,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:17.572Z
2016-10-09T14:25:09,Unknown,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:18.246Z
2016-10-09T14:25:09,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:18.81Z
2016-10-09T14:25:09,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:19.463Z
2016-10-09T14:25:09,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:20.136Z
2016-10-09T14:25:10,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:20.728Z
2016-10-09T14:25:10,bigdata,4,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:21.369Z
2016-10-09T14:25:10,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:22.044Z
2016-10-09T14:25:10,Unknown,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:22.688Z
2016-10-09T14:25:10,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:23.297Z
2016-10-09T14:25:10,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:23.897Z
2016-10-09T14:25:10,Microsoft,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:24.672Z
2016-10-09T14:25:10,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:25:25.304Z
2016-10-09T14:25:10,Unknown,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:25.922Z
2016-10-09T14:25:10,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:26.527Z
2016-10-09T14:25:10,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:27.175Z
2016-10-09T14:25:11,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:27.8Z
2016-10-09T14:25:11,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:28.735Z
2016-10-09T14:25:11,hacking,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:29.336Z
2016-10-09T14:25:11,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:30.001Z
2016-10-09T14:25:11,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:30.626Z
2016-10-09T14:25:11,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:25:31.267Z
2016-10-09T14:25:11,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:31.876Z
2016-10-09T14:25:11,Microsoft,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:33.329Z
2016-10-09T14:25:11,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:34.049Z
2016-10-09T14:25:11,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:34.637Z
2016-10-09T14:25:12,cloud,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:35.329Z
2016-10-09T14:25:12,google,2,2016-10-09T14:29:23.3121303Z,3,2016-10-09T14:25:35.92Z
2016-10-09T14:25:12,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:36.626Z
2016-10-09T14:25:12,amazon,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:37.427Z
2016-10-09T14:25:12,bigdata,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:38.067Z
2016-10-09T14:25:12,cloud,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:38.752Z
2016-10-09T14:25:12,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:25:39.403Z
2016-10-09T14:25:12,Skype,2,2016-10-09T14:29:23.1246231Z,2,2016-10-09T14:25:40.043Z
2016-10-09T14:25:12,amazon,4,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:40.614Z
2016-10-09T14:25:12,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:41.283Z
2016-10-09T14:25:12,Microsoft,4,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:41.924Z
2016-10-09T14:25:12,Unknown,2,2016-10-09T14:29:22.4214886Z,0,2016-10-09T14:25:42.564Z
2016-10-09T14:25:12,XBox,2,2016-10-09T14:29:22.5464647Z,1,2016-10-09T14:25:43.194Z
